Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
264,8,3638.41,1,4,4,144,At Risk
12,10,3174.32,4,4,4,444,Champions
3,2,421.52,4,3,2,432,Loyal Customers
35,1,190.88,3,2,1,321,Lost Customers
183,1,149.89000000000001,1,2,1,121,Lost Customers
25,2,550.06,3,3,2,332,Loyal Customers
13,6,916.13,4,4,3,443,Loyal Customers
11,2,314.69,4,3,2,432,Loyal Customers
3,17,3744.65,4,4,4,444,Champions
313,1,382.5,1,2,2,122,Lost Customers
108,2,1135.04,2,3,3,233,At Risk
1,26,8668.45,4,4,4,444,Champions
53,1,954.9,2,2,3,223,Lost Customers
205,1,171.45,1,2,1,121,Lost Customers
15,1,282.19,4,2,1,421,Lost Customers
120,1,318.65,2,2,2,222,Lost Customers
4,2,384.52,4,3,2,432,Loyal Customers
363,1,283.28000000000003,1,2,1,121,Lost Customers
117,2,353.86,2,3,2,232,At Risk
18,1,178.26,4,2,1,421,Lost Customers
5,2,272.44,4,3,1,431,Loyal Customers
41,2,298.41,3,3,1,331,Loyal Customers
107,2,240.0,2,3,1,231,At Risk
148,2,603.37,1,3,2,132,At Risk
52,5,1253.3600000000001,2,4,3,243,At Risk
208,1,63.440000000000005,1,2,1,121,Lost Customers
139,2,562.9,2,3,2,232,At Risk
2,3,310.64,4,3,2,432,Loyal Customers
127,2,317.62,2,3,2,232,At Risk
108,4,763.64,2,3,3,233,At Risk
42,4,2148.63,3,3,4,334,Loyal Customers
35,1,111.97999999999999,3,2,1,321,Lost Customers
228,2,1065.3500000000001,1,3,3,133,At Risk
241,1,246.04,1,2,1,121,Lost Customers
58,1,187.82999999999998,2,2,1,221,Lost Customers
130,3,1703.41,2,3,4,234,At Risk
60,6,1652.58,2,4,4,244,At Risk
22,1,153.92,3,2,1,321,Lost Customers
26,7,1064.11,3,4,3,343,Loyal Customers
9,7,1419.73,4,4,3,443,Loyal Customers
32,3,944.41,3,3,3,333,Loyal Customers
4,2,525.24,4,3,2,432,Loyal Customers
308,1,550.8000000000001,1,2,2,122,Lost Customers
8,9,1875.1100000000001,4,4,4,444,Champions
29,3,556.95,3,3,2,332,Loyal Customers
17,1,131.78,4,2,1,421,Lost Customers
101,2,498.42,2,3,2,232,At Risk
12,4,669.11,4,3,3,433,Loyal Customers
21,1,197.63,3,2,1,321,Lost Customers
15,5,1135.63,4,4,3,443,Loyal Customers
361,1,250.04,1,2,1,121,Lost Customers
11,19,8631.31,4,4,4,444,Champions
95,1,82.75,2,2,1,221,Lost Customers
78,2,1384.85,2,3,3,233,At Risk
139,3,644.3,2,3,2,232,At Risk
31,1,2328.84,3,2,4,324,Lost Customers
25,8,2527.92,3,4,4,344,Loyal Customers
2,36,6252.18,4,4,4,444,Champions
46,3,2600.34,3,3,4,334,Loyal Customers
100,3,1200.6200000000001,2,3,3,233,At Risk
8,2,700.86,4,3,3,433,Loyal Customers
15,7,917.67,4,4,3,443,Loyal Customers
18,4,990.23,4,3,3,433,Loyal Customers
280,1,96.8,1,2,1,121,Lost Customers
14,2,523.11,4,3,2,432,Loyal Customers
23,2,363.9,3,3,2,332,Loyal Customers
124,1,175.2,2,2,1,221,Lost Customers
86,1,494.25,2,2,2,222,Lost Customers
302,2,307.02,1,3,2,132,At Risk
151,4,2026.42,1,3,4,134,At Risk
17,8,6635.14,4,4,4,444,Champions
94,2,243.36,2,3,1,231,At Risk
30,11,12353.29,3,4,4,344,Loyal Customers
157,3,781.36,1,3,3,133,At Risk
355,1,193.64,1,2,1,121,Lost Customers
46,1,160.57,3,2,1,321,Lost Customers
15,4,537.74,4,3,2,432,Loyal Customers
4,15,2676.56,4,4,4,444,Champions
86,1,228.96,2,2,1,221,Lost Customers
15,5,1159.52,4,4,3,443,Loyal Customers
179,1,110.75,1,2,1,121,Lost Customers
8,4,1286.07,4,3,3,433,Loyal Customers
36,3,587.15,3,3,2,332,Loyal Customers
129,2,1740.0,2,3,4,234,At Risk
51,1,1393.06,3,2,3,323,Lost Customers
312,1,178.22,1,2,1,121,Lost Customers
24,2,388.14,3,3,2,332,Loyal Customers
303,2,365.85,1,3,2,132,At Risk
11,1,127.86,4,2,1,421,Lost Customers
17,3,585.79,4,3,2,432,Loyal Customers
49,3,488.2,3,3,2,332,Loyal Customers
239,2,312.23,1,3,2,132,At Risk
1,11,4481.18,4,4,4,444,Champions
13,8,4796.52,4,4,4,444,Champions
238,1,168.4,1,2,1,121,Lost Customers
23,8,1912.67,3,4,4,344,Loyal Customers
73,4,446.18,2,3,2,232,At Risk
17,3,423.89,4,3,2,432,Loyal Customers
41,8,1342.68,3,4,3,343,Loyal Customers
40,4,646.92,3,3,2,332,Loyal Customers
219,2,495.77,1,3,2,132,At Risk
199,3,400.1,1,3,2,132,At Risk
71,2,203.2,2,3,1,231,At Risk
24,20,4100.92,3,4,4,344,Loyal Customers
11,1,404.66,4,2,2,422,Lost Customers
9,29,20275.61,4,4,4,444,Champions
65,1,65.4,2,2,1,221,Lost Customers
4,1,199.29,4,2,1,421,Lost Customers
19,2,336.4,3,3,2,332,Loyal Customers
15,1,261.11,4,2,1,421,Lost Customers
8,6,2686.42,4,4,4,444,Champions
20,2,784.11,3,3,3,333,Loyal Customers
78,4,1259.56,2,3,3,233,At Risk
1,34,31833.68,4,4,4,444,Champions
164,2,508.8,1,3,2,132,At Risk
307,2,451.91,1,3,2,132,At Risk
219,1,203.86999999999998,1,2,1,121,Lost Customers
39,7,7312.8,3,4,4,344,Loyal Customers
22,2,696.41,3,3,3,333,Loyal Customers
115,3,653.38,2,3,2,232,At Risk
126,5,2129.96,2,4,4,244,At Risk
5,12,2598.85,4,4,4,444,Champions
36,1,281.62,3,2,1,321,Lost Customers
4,13,31781.82,4,4,4,444,Champions
1,3,1031.41,4,3,3,433,Loyal Customers
333,3,2200.42,1,3,4,134,At Risk
163,1,32.65,1,2,1,121,Lost Customers
185,2,771.85,1,3,3,133,At Risk
16,5,1214.72,4,4,3,443,Loyal Customers
12,3,778.94,4,3,3,433,Loyal Customers
3,7,1258.06,4,4,3,443,Loyal Customers
44,2,778.0,3,3,3,333,Loyal Customers
80,1,507.84,2,2,2,222,Lost Customers
30,7,6893.42,3,4,4,344,Loyal Customers
42,2,463.46000000000004,3,3,2,332,Loyal Customers
11,12,4226.57,4,4,4,444,Champions
50,3,598.83,3,3,2,332,Loyal Customers
16,6,1979.37,4,4,4,444,Champions
46,2,698.41,3,3,3,333,Loyal Customers
19,2,759.17,3,3,3,333,Loyal Customers
8,6,5037.26,4,4,4,444,Champions
72,1,100.8,2,2,1,221,Lost Customers
1,28,17256.85,4,4,4,444,Champions
128,3,524.9200000000001,2,3,2,232,At Risk
33,2,265.76,3,3,1,331,Loyal Customers
313,1,403.3,1,2,2,122,Lost Customers
18,2,365.76,4,3,2,432,Loyal Customers
88,1,303.15999999999997,2,2,1,221,Lost Customers
2,7,2373.82,4,4,4,444,Champions
2,2,216.29999999999998,4,3,1,431,Loyal Customers
254,1,388.45000000000005,1,2,2,122,Lost Customers
157,3,186.42000000000002,1,3,1,131,At Risk
37,6,2248.56,3,4,4,344,Loyal Customers
220,1,534.24,1,2,2,122,Lost Customers
152,2,2389.1,1,3,4,134,At Risk
177,2,120.9,1,3,1,131,At Risk
40,2,541.53,3,3,2,332,Loyal Customers
2,7,2517.86,4,4,4,444,Champions
8,46,194550.79,4,4,4,444,Champions
1,7,1721.4,4,4,4,444,Champions
18,2,486.71999999999997,4,3,2,432,Loyal Customers
192,4,517.53,1,3,2,132,At Risk
204,1,131.7,1,2,1,121,Lost Customers
365,1,249.86,1,2,1,121,Lost Customers
127,5,1737.7,2,4,4,244,At Risk
15,1,316.5,4,2,2,422,Lost Customers
43,2,657.3,3,3,2,332,Loyal Customers
94,6,622.4300000000001,2,4,2,242,At Risk
23,3,757.46,3,3,3,333,Loyal Customers
60,2,675.69,2,3,3,233,At Risk
16,5,1896.41,4,4,4,444,Champions
158,1,289.96000000000004,1,2,1,121,Lost Customers
10,2,763.28,4,3,3,433,Loyal Customers
10,2,137.0,4,3,1,431,Loyal Customers
16,5,1870.97,4,4,4,444,Champions
45,5,1125.07,3,4,3,343,Loyal Customers
191,3,710.29,1,3,3,133,At Risk
79,1,194.37,2,2,1,221,Lost Customers
78,1,511.82,2,2,2,222,Lost Customers
4,4,1255.59,4,3,3,433,Loyal Customers
65,3,414.04,2,3,2,232,At Risk
261,1,396.87,1,2,2,122,Lost Customers
59,2,376.64,2,3,2,232,At Risk
1,7,2092.32,4,4,4,444,Champions
1,10,3558.87,4,4,4,444,Champions
248,1,374.57,1,2,2,122,Lost Customers
8,2,497.56,4,3,2,432,Loyal Customers
359,1,271.05,1,2,1,121,Lost Customers
76,1,272.22,2,2,1,221,Lost Customers
290,1,622.88,1,2,2,122,Lost Customers
17,3,1138.0,4,3,3,433,Loyal Customers
221,2,288.6,1,3,1,131,At Risk
9,4,689.1,4,3,3,433,Loyal Customers
3,2,558.96,4,3,2,432,Loyal Customers
206,9,2997.0299999999997,1,4,4,144,At Risk
162,2,1145.84,1,3,3,133,At Risk
76,1,302.2,2,2,1,221,Lost Customers
262,2,605.58,1,3,2,132,At Risk
281,1,387.31,1,2,2,122,Lost Customers
58,8,6115.14,2,4,4,244,At Risk
25,1,308.48,3,2,2,322,Lost Customers
3,31,91062.38,4,4,4,444,Champions
29,10,2924.9900000000002,3,4,4,344,Loyal Customers
72,1,513.2,2,2,2,222,Lost Customers
128,1,208.65,2,2,1,221,Lost Customers
31,4,639.02,3,3,2,332,Loyal Customers
15,5,768.08,4,4,3,443,Loyal Customers
309,1,153.94,1,2,1,121,Lost Customers
17,6,1844.02,4,4,4,444,Champions
54,1,546.81,2,2,2,222,Lost Customers
30,3,723.2099999999999,3,3,3,333,Loyal Customers
2,5,1066.15,4,4,3,443,Loyal Customers
11,4,652.74,4,3,2,432,Loyal Customers
361,1,145.0,1,2,1,121,Lost Customers
360,1,422.70000000000005,1,2,2,122,Lost Customers
5,4,1195.8999999999999,4,3,3,433,Loyal Customers
54,4,939.37,2,3,3,233,At Risk
1,8,3628.5,4,4,4,444,Champions
1,10,2380.41,4,4,4,444,Champions
190,1,296.7,1,2,1,121,Lost Customers
54,1,223.36,2,2,1,221,Lost Customers
280,1,164.4,1,2,1,121,Lost Customers
177,1,76.5,1,2,1,121,Lost Customers
30,2,897.62,3,3,3,333,Loyal Customers
26,1,98.42,3,2,1,321,Lost Customers
25,2,578.9,3,3,2,332,Loyal Customers
270,1,170.75,1,2,1,121,Lost Customers
43,3,645.96,3,3,2,332,Loyal Customers
234,1,103.3,1,2,1,121,Lost Customers
24,2,148.86,3,3,1,331,Loyal Customers
197,3,267.16,1,3,1,131,At Risk
359,1,306.84,1,2,2,122,Lost Customers
60,4,930.41,2,3,3,233,At Risk
130,1,1487.6,2,2,3,223,Lost Customers
1,5,1952.45,4,4,4,444,Champions
20,2,483.26,3,3,2,332,Loyal Customers
206,1,157.9,1,2,1,121,Lost Customers
14,3,541.46,4,3,2,432,Loyal Customers
95,4,854.95,2,3,3,233,At Risk
19,1,167.62,3,2,1,321,Lost Customers
14,7,1122.38,4,4,3,443,Loyal Customers
24,3,454.01,3,3,2,332,Loyal Customers
8,2,901.21,4,3,3,433,Loyal Customers
7,8,4331.48,4,4,4,444,Champions
332,1,344.14,1,2,2,122,Lost Customers
50,4,1497.26,3,3,3,333,Loyal Customers
71,4,226.75000000000003,2,3,1,231,At Risk
29,3,380.6,3,3,2,332,Loyal Customers
243,1,185.65,1,2,1,121,Lost Customers
8,19,3622.68,4,4,4,444,Champions
218,1,143.45999999999998,1,2,1,121,Lost Customers
5,3,448.90000000000003,4,3,2,432,Loyal Customers
253,3,212.77,1,3,1,131,At Risk
1,25,11045.04,4,4,4,444,Champions
236,1,175.27,1,2,1,121,Lost Customers
7,2,1242.3,4,3,3,433,Loyal Customers
109,4,1133.07,2,3,3,233,At Risk
100,3,1240.2,2,3,3,233,At Risk
60,4,2402.92,2,3,4,234,At Risk
2,3,1477.97,4,3,3,433,Loyal Customers
73,7,2225.9700000000003,2,4,4,244,At Risk
4,5,3927.34,4,4,4,444,Champions
85,2,993.18,2,3,3,233,At Risk
12,2,388.79,4,3,2,432,Loyal Customers
23,7,2827.93,3,4,4,344,Loyal Customers
214,1,2044.3700000000001,1,2,4,124,Lost Customers
18,1,161.67000000000002,4,2,1,421,Lost Customers
239,1,116.00999999999999,1,2,1,121,Lost Customers
2,6,5102.97,4,4,4,444,Champions
78,1,394.72,2,2,2,222,Lost Customers
217,2,309.36,1,3,2,132,At Risk
33,2,193.42,3,3,1,331,Loyal Customers
41,5,1104.72,3,4,3,343,Loyal Customers
7,15,3984.22,4,4,4,444,Champions
53,6,2048.45,2,4,4,244,At Risk
23,14,4559.150000000001,3,4,4,344,Loyal Customers
57,1,390.07,2,2,2,222,Lost Customers
130,3,329.6,2,3,2,232,At Risk
174,3,571.1999999999999,1,3,2,132,At Risk
6,3,971.58,4,3,3,433,Loyal Customers
312,1,218.52,1,2,1,121,Lost Customers
60,1,81.44,2,2,1,221,Lost Customers
21,3,1379.9,3,3,3,333,Loyal Customers
33,1,527.0500000000001,3,2,2,322,Lost Customers
15,2,843.48,4,3,3,433,Loyal Customers
18,4,2047.0,4,3,4,434,Loyal Customers
81,1,75.75,2,2,1,221,Lost Customers
6,8,1814.12,4,4,4,444,Champions
170,2,503.59999999999997,1,3,2,132,At Risk
2,3,528.33,4,3,2,432,Loyal Customers
31,4,1324.84,3,3,3,333,Loyal Customers
36,9,2361.9700000000003,3,4,4,344,Loyal Customers
19,1,285.56,3,2,1,321,Lost Customers
31,2,547.0600000000001,3,3,2,332,Loyal Customers
276,1,108.5,1,2,1,121,Lost Customers
87,1,621.66,2,2,2,222,Lost Customers
120,2,712.29,2,3,3,233,At Risk
373,1,101.55,1,2,1,121,Lost Customers
1,11,2895.64,4,4,4,444,Champions
219,3,1008.39,1,3,3,133,At Risk
65,1,133.06,2,2,1,221,Lost Customers
61,4,1797.5,2,3,4,234,At Risk
138,1,868.49,2,2,3,223,Lost Customers
21,1,166.08,3,2,1,321,Lost Customers
12,10,3945.0,4,4,4,444,Champions
25,12,4867.72,3,4,4,344,Loyal Customers
37,4,1207.56,3,3,3,333,Loyal Customers
277,1,117.55,1,2,1,121,Lost Customers
11,7,2638.94,4,4,4,444,Champions
73,5,1674.69,2,4,4,244,At Risk
26,2,595.42,3,3,2,332,Loyal Customers
17,12,2999.46,4,4,4,444,Champions
141,1,196.0,2,2,1,221,Lost Customers
26,7,1802.91,3,4,4,344,Loyal Customers
19,2,604.64,3,3,2,332,Loyal Customers
4,2,728.16,4,3,3,433,Loyal Customers
66,5,2055.51,2,4,4,244,At Risk
1,2,347.75,4,3,2,432,Loyal Customers
43,7,3406.7200000000003,3,4,4,344,Loyal Customers
228,1,205.7,1,2,1,121,Lost Customers
16,4,1572.71,4,3,3,433,Loyal Customers
50,2,3178.17,3,3,4,334,Loyal Customers
2,6,1629.12,4,4,3,443,Loyal Customers
74,2,551.04,2,3,2,232,At Risk
1,31,20374.28,4,4,4,444,Champions
4,6,1387.68,4,4,3,443,Loyal Customers
2,30,16363.23,4,4,4,444,Champions
264,1,298.11,1,2,1,121,Lost Customers
53,2,1992.1100000000001,2,3,4,234,At Risk
24,1,184.4,3,2,1,321,Lost Customers
10,6,2474.33,4,4,4,444,Champions
44,1,239.41,3,2,1,321,Lost Customers
17,7,3191.53,4,4,4,444,Champions
7,7,5739.46,4,4,4,444,Champions
30,15,4757.95,3,4,4,344,Loyal Customers
358,2,290.40000000000003,1,3,1,131,At Risk
127,4,725.5799999999999,2,3,3,233,At Risk
137,1,200.47,2,2,1,221,Lost Customers
142,1,283.12,2,2,1,221,Lost Customers
132,2,765.34,2,3,3,233,At Risk
38,8,2285.71,3,4,4,344,Loyal Customers
236,1,338.95,1,2,2,122,Lost Customers
261,1,154.95,1,2,1,121,Lost Customers
17,4,2534.64,4,3,4,434,Loyal Customers
253,1,417.95,1,2,2,122,Lost Customers
30,4,1824.37,3,3,4,334,Loyal Customers
35,3,798.74,3,3,3,333,Loyal Customers
169,2,885.19,1,3,3,133,At Risk
3,9,1823.52,4,4,4,444,Champions
4,17,10504.49,4,4,4,444,Champions
185,2,152.4,1,3,1,131,At Risk
188,2,267.08,1,3,1,131,At Risk
170,1,137.45,1,2,1,121,Lost Customers
11,2,385.1,4,3,2,432,Loyal Customers
45,1,522.91,3,2,2,322,Lost Customers
321,1,153.0,1,2,1,121,Lost Customers
201,1,326.4,1,2,2,122,Lost Customers
23,11,5655.99,3,4,4,344,Loyal Customers
232,1,139.35,1,2,1,121,Lost Customers
38,15,5396.04,3,4,4,344,Loyal Customers
26,4,1195.94,3,3,3,333,Loyal Customers
96,4,2424.04,2,3,4,234,At Risk
127,6,3276.4000000000005,2,4,4,244,At Risk
71,3,1033.0,2,3,3,233,At Risk
16,11,3439.08,4,4,4,444,Champions
15,1,1060.25,4,2,3,423,Lost Customers
4,3,2876.01,4,3,4,434,Loyal Customers
3,13,5298.4800000000005,4,4,4,444,Champions
79,4,1240.11,2,3,3,233,At Risk
373,1,303.97,1,2,1,121,Lost Customers
39,2,692.19,3,3,3,333,Loyal Customers
54,3,700.63,2,3,3,233,At Risk
2,19,13110.02,4,4,4,444,Champions
9,3,377.44,4,3,2,432,Loyal Customers
9,2,168.24,4,3,1,431,Loyal Customers
19,4,1879.05,3,3,4,334,Loyal Customers
12,7,2791.35,4,4,4,444,Champions
113,2,355.11,2,3,2,232,At Risk
4,6,2322.4,4,4,4,444,Champions
240,1,110.25,1,2,1,121,Lost Customers
113,1,71.4,2,2,1,221,Lost Customers
178,2,674.52,1,3,3,133,At Risk
5,9,1781.28,4,4,4,444,Champions
359,1,80.64,1,2,1,121,Lost Customers
1,5,1772.26,4,4,4,444,Champions
1,30,5601.34,4,4,4,444,Champions
19,8,3456.7000000000003,3,4,4,344,Loyal Customers
17,3,833.74,4,3,3,433,Loyal Customers
22,2,287.59,3,3,1,331,Loyal Customers
33,1,712.78,3,2,3,323,Lost Customers
263,1,15.0,1,2,1,121,Lost Customers
51,2,818.8199999999999,3,3,3,333,Loyal Customers
159,3,371.88,1,3,2,132,At Risk
15,1,271.2,4,2,1,421,Lost Customers
8,3,2273.1800000000003,4,3,4,434,Loyal Customers
13,10,3997.98,4,4,4,444,Champions
199,5,1143.27,1,4,3,143,At Risk
57,2,245.33,2,3,1,231,At Risk
11,2,182.77,4,3,1,431,Loyal Customers
97,4,1225.41,2,3,3,233,At Risk
255,1,56.4,1,2,1,121,Lost Customers
25,3,665.86,3,3,2,332,Loyal Customers
21,3,658.57,3,3,2,332,Loyal Customers
159,2,188.02,1,3,1,131,At Risk
72,2,283.47,2,3,1,231,At Risk
53,1,131.94,2,2,1,221,Lost Customers
85,2,278.74,2,3,1,231,At Risk
153,4,1865.19,1,3,4,134,At Risk
74,2,1112.95,2,3,3,233,At Risk
281,1,225.9,1,2,1,121,Lost Customers
27,14,1965.55,3,4,4,344,Loyal Customers
30,1,106.1,3,2,1,321,Lost Customers
25,1,323.04,3,2,2,322,Lost Customers
180,2,350.39,1,3,2,132,At Risk
40,4,697.9,3,3,3,333,Loyal Customers
22,3,780.43,3,3,3,333,Loyal Customers
22,10,3055.93,3,4,4,344,Loyal Customers
37,9,1198.01,3,4,3,343,Loyal Customers
82,3,1285.04,2,3,3,233,At Risk
74,1,512.31,2,2,2,222,Lost Customers
11,1,546.04,4,2,2,422,Lost Customers
16,12,5411.91,4,4,4,444,Champions
4,39,7831.03,4,4,4,444,Champions
13,4,732.16,4,3,3,433,Loyal Customers
14,5,1770.8799999999999,4,4,4,444,Champions
37,4,36.56,3,3,1,331,Loyal Customers
4,3,387.68,4,3,2,432,Loyal Customers
72,7,3704.87,2,4,4,244,At Risk
51,1,298.4,3,2,1,321,Lost Customers
5,5,1995.46,4,4,4,444,Champions
23,4,1165.09,3,3,3,333,Loyal Customers
299,1,889.24,1,2,3,123,Lost Customers
2,3,398.7,4,3,2,432,Loyal Customers
33,1,35.400000000000006,3,2,1,321,Lost Customers
50,1,155.37,3,2,1,321,Lost Customers
3,3,350.64,4,3,2,432,Loyal Customers
47,1,109.83,3,2,1,321,Lost Customers
42,8,1587.48,3,4,3,343,Loyal Customers
27,5,2779.3,3,4,4,344,Loyal Customers
42,1,338.8,3,2,2,322,Lost Customers
2,124,40967.72,4,4,4,444,Champions
303,1,197.73,1,2,1,121,Lost Customers
107,1,51.559999999999995,2,2,1,221,Lost Customers
81,9,901.1999999999999,2,4,3,243,At Risk
218,4,605.8000000000001,1,3,2,132,At Risk
372,34,5391.21,1,4,4,144,At Risk
12,2,114.34,4,3,1,431,Loyal Customers
185,2,311.26,1,3,2,132,At Risk
373,1,208.97,1,2,1,121,Lost Customers
2,4,1418.03,4,3,3,433,Loyal Customers
4,22,25301.54,4,4,4,444,Champions
6,12,5155.66,4,4,4,444,Champions
305,1,148.21,1,2,1,121,Lost Customers
369,1,252.8,1,2,1,121,Lost Customers
3,8,2100.8,4,4,4,444,Champions
324,1,330.9,1,2,2,122,Lost Customers
59,6,3160.0,2,4,4,244,At Risk
13,3,597.5,4,3,2,432,Loyal Customers
31,20,10524.220000000001,3,4,4,344,Loyal Customers
143,1,329.65,2,2,2,222,Lost Customers
30,6,1197.1000000000001,3,4,3,343,Loyal Customers
107,5,428.18,2,4,2,242,At Risk
2,12,1894.35,4,4,4,444,Champions
205,1,155.9,1,2,1,121,Lost Customers
80,5,1729.7800000000002,2,4,4,244,At Risk
185,6,683.46,1,4,3,143,At Risk
170,1,237.61,1,2,1,121,Lost Customers
44,1,379.45,3,2,2,322,Lost Customers
174,1,178.51999999999998,1,2,1,121,Lost Customers
365,1,458.92,1,2,2,122,Lost Customers
304,1,133.35000000000002,1,2,1,121,Lost Customers
3,4,671.77,4,3,3,433,Loyal Customers
4,4,717.45,4,3,3,433,Loyal Customers
12,1,190.19,4,2,1,421,Lost Customers
32,3,899.61,3,3,3,333,Loyal Customers
129,1,111.35,2,2,1,221,Lost Customers
21,8,726.05,3,4,3,343,Loyal Customers
212,2,203.87,1,3,1,131,At Risk
323,2,602.09,1,3,2,132,At Risk
162,1,203.85999999999999,1,2,1,121,Lost Customers
56,3,244.1,2,3,1,231,At Risk
225,1,112.25,1,2,1,121,Lost Customers
72,8,1119.39,2,4,3,243,At Risk
44,1,98.0,3,2,1,321,Lost Customers
23,1,256.32,3,2,1,321,Lost Customers
173,3,566.6,1,3,2,132,At Risk
85,2,152.06,2,3,1,231,At Risk
159,1,155.8,1,2,1,121,Lost Customers
190,2,112.19999999999999,1,3,1,131,At Risk
29,1,110.38,3,2,1,321,Lost Customers
21,1,191.67,3,2,1,321,Lost Customers
71,4,800.24,2,3,3,233,At Risk
247,1,72.9,1,2,1,121,Lost Customers
374,1,243.28,1,2,1,121,Lost Customers
9,1,366.23,4,2,2,422,Lost Customers
310,5,311.01,1,4,2,142,At Risk
59,2,411.6,2,3,2,232,At Risk
4,1,336.43,4,2,2,422,Lost Customers
45,3,341.28,3,3,2,332,Loyal Customers
88,1,1304.04,2,2,3,223,Lost Customers
4,17,4192.2,4,4,4,444,Champions
64,4,826.52,2,3,3,233,At Risk
282,1,207.50000000000003,1,2,1,121,Lost Customers
12,7,2962.5,4,4,4,444,Champions
373,1,244.08,1,2,1,121,Lost Customers
133,2,397.29,2,3,2,232,At Risk
45,2,184.46,3,3,1,331,Loyal Customers
11,4,843.0,4,3,3,433,Loyal Customers
36,5,1740.48,3,4,4,344,Loyal Customers
134,2,408.36,2,3,2,232,At Risk
29,3,1331.57,3,3,3,333,Loyal Customers
52,2,704.25,2,3,3,233,At Risk
138,2,142.89,2,3,1,231,At Risk
5,1,389.84,4,2,2,422,Lost Customers
9,7,4301.22,4,4,4,444,Champions
160,1,99.14,1,2,1,121,Lost Customers
49,9,2238.58,3,4,4,344,Loyal Customers
131,1,304.56,2,2,1,221,Lost Customers
8,1,77.50000000000001,4,2,1,421,Lost Customers
233,2,149.57999999999998,1,3,1,131,At Risk
37,1,176.68,3,2,1,321,Lost Customers
147,1,358.56000000000006,1,2,2,122,Lost Customers
1,44,58030.48,4,4,4,444,Champions
72,3,482.2,2,3,2,232,At Risk
40,3,1008.5400000000001,3,3,3,333,Loyal Customers
5,12,2332.72,4,4,4,444,Champions
199,4,557.3,1,3,2,132,At Risk
249,1,12.75,1,2,1,121,Lost Customers
66,1,110.72,2,2,1,221,Lost Customers
117,1,508.4599999999999,2,2,2,222,Lost Customers
171,1,73.78,1,2,1,121,Lost Customers
21,39,1296.44,3,4,3,343,Loyal Customers
142,1,102.83,2,2,1,221,Lost Customers
32,2,471.7,3,3,2,332,Loyal Customers
38,14,2622.57,3,4,4,344,Loyal Customers
38,5,1098.43,3,4,3,343,Loyal Customers
372,1,123.07,1,2,1,121,Lost Customers
374,1,277.35,1,2,1,121,Lost Customers
166,2,228.2,1,3,1,131,At Risk
211,1,582.59,1,2,2,122,Lost Customers
242,1,136.04,1,2,1,121,Lost Customers
52,1,337.04,2,2,2,222,Lost Customers
25,3,740.79,3,3,3,333,Loyal Customers
15,13,4485.51,4,4,4,444,Champions
372,1,353.19,1,2,2,122,Lost Customers
29,1,288.14,3,2,1,321,Lost Customers
365,1,300.91999999999996,1,2,1,121,Lost Customers
36,4,754.31,3,3,3,333,Loyal Customers
166,3,811.45,1,3,3,133,At Risk
145,1,152.68,1,2,1,121,Lost Customers
22,1,634.95,3,2,2,322,Lost Customers
56,1,20.8,2,2,1,221,Lost Customers
185,1,198.57,1,2,1,121,Lost Customers
12,7,201.12,4,4,1,441,Loyal Customers
237,3,630.84,1,3,2,132,At Risk
225,2,93.35,1,3,1,131,At Risk
122,4,678.49,2,3,3,233,At Risk
282,1,76.1,1,2,1,121,Lost Customers
74,8,1970.6699999999998,2,4,4,244,At Risk
37,2,382.06,3,3,2,332,Loyal Customers
12,2,417.23,4,3,2,432,Loyal Customers
362,1,169.47,1,2,1,121,Lost Customers
4,2,249.72,4,3,1,431,Loyal Customers
23,1,444.68,3,2,2,322,Lost Customers
70,9,2116.19,2,4,4,244,At Risk
235,1,257.34,1,2,1,121,Lost Customers
257,1,174.8,1,2,1,121,Lost Customers
373,1,102.78999999999999,1,2,1,121,Lost Customers
155,2,187.29,1,3,1,131,At Risk
28,1,158.47,3,2,1,321,Lost Customers
4,1,120.03,4,2,1,421,Lost Customers
32,5,1483.56,3,4,3,343,Loyal Customers
81,3,523.0,2,3,2,232,At Risk
108,2,122.14,2,3,1,231,At Risk
52,1,38.45,2,2,1,221,Lost Customers
36,1,668.11,3,2,2,322,Lost Customers
153,2,389.78,1,3,2,132,At Risk
99,1,115.31,2,2,1,221,Lost Customers
4,2,230.64999999999998,4,3,1,431,Loyal Customers
334,1,73.5,1,2,1,121,Lost Customers
65,1,97.97,2,2,1,221,Lost Customers
22,2,422.88,3,3,2,332,Loyal Customers
36,3,730.4,3,3,3,333,Loyal Customers
32,3,405.62,3,3,2,332,Loyal Customers
154,6,70.02,1,4,1,141,At Risk
19,2,357.20000000000005,3,3,2,332,Loyal Customers
12,21,4183.39,4,4,4,444,Champions
54,1,165.04999999999998,2,2,1,221,Lost Customers
25,3,559.51,3,3,2,332,Loyal Customers
4,10,2088.6,4,4,4,444,Champions
45,1,189.4,3,2,1,321,Lost Customers
203,2,172.29000000000002,1,3,1,131,At Risk
359,1,74.4,1,2,1,121,Lost Customers
71,1,300.02,2,2,1,221,Lost Customers
7,10,6784.1900000000005,4,4,4,444,Champions
288,1,363.65,1,2,2,122,Lost Customers
10,1,170.16,4,2,1,421,Lost Customers
23,3,306.46,3,3,2,332,Loyal Customers
22,10,2119.41,3,4,4,344,Loyal Customers
